GazeX,GazeY,index,TimeStamp,Distance_X,Distance_Y,Distance(CurrentAndPrevious),IN_SACCADE,IN_FIXATION,TargetAppear,Distance(BetweenGazeAndTarget),isCorrect
0.0726,-0.0436,0,427133424,0,0,0,0,1,center
0.0717,-0.0427,0,427133432,0.0009552762,0.0008785278,0.00129783,0,1,center
0.0714,-0.0435,0,427133440,0.0002672151,0.0008396916,0.0008811844,0,1,center
0.0712,-0.0421,0,427133449,0.0001919121,0.001451034,0.00146367,0,1,center
0.0704,-0.0412,0,427133457,0.0008026361,0.0008785091,0.001189959,0,1,center
0.0704,-0.0425,0,427133465,3.708154E-05,0.00126018,0.001260725,0,1,center
0.0705,-0.0440,0,427133474,0.0001537874,0.001527403,0.001535125,0,1,center
0.0706,-0.0451,0,427133482,3.816187E-05,0.001068715,0.001069396,0,1,center
0.0708,-0.0436,0,427133490,0.0002289638,0.001488592,0.001506098,0,1,center
0.0705,-0.0421,0,427133499,0.0002682135,0.001451027,0.001475607,0,1,center
0.0683,-0.0432,0,427133507,0.002214797,0.001106206,0.002475685,0,1,center
0.0689,-0.0438,0,427133515,0.0005725399,0.0005343519,0.0007831564,0,1,center
0.0689,-0.0435,0,427133524,4.470348E-08,0.0002290234,0.0002290234,0,1,center
0.0687,-0.0458,0,427133532,0.0002279654,0.002214409,0.002226113,0,1,center
0.0658,-0.0466,0,427133540,0.002825417,0.0008008108,0.002936712,0,1,center
0.0639,-0.0468,0,427133549,0.001910284,0.0002657622,0.001928682,0,1,center
0.0609,-0.0478,0,427133557,0.003054265,0.0009534098,0.003199613,0,1,center
0.0603,-0.0478,0,427133565,0.000534337,3.72529E-09,0.000534337,0,1,center
0.0591,-0.0484,0,427133574,0.001222182,0.000609912,0.001365914,0,1,center
0.0590,-0.0461,0,427133582,0.0001153946,0.002328768,0.002331626,0,1,center
0.0576,-0.0480,0,427133590,0.001373939,0.001908209,0.002351376,0,1,center
0.0602,-0.0474,0,427133599,0.002557985,0.0006098859,0.002629686,0,1,center
0.0598,-0.0433,0,427133607,0.0003453344,0.004084982,0.004099553,0,1,center
0.0593,-0.0432,0,427133615,0.0005724505,0.0001144931,0.0005837878,0,1,center
0.0586,-0.0466,0,427133624,0.0006860569,0.003435463,0.003503295,0,1,center
0.0609,-0.0466,0,427133632,0.002290785,3.886595E-05,0.002291115,0,1,center
0.0583,-0.0470,0,427133640,0.002557933,0.0003809445,0.002586144,0,1,center
0.0552,-0.0395,0,427133649,0.003133714,0.007483259,0.008112911,0,1,center
-0.0057,-0.0180,0,427133657,0.06090377,0.02149129,0.0645844,1,0,center
0.0159,0.0029,0,427133665,0.02163,0.02094332,0.0301078,1,0,center
0.0445,-0.0248,0,427133674,0.02861921,0.02766193,0.03980254,1,0,center
0.0366,-0.0069,0,427133682,0.007901412,0.01789537,0.01956212,0,1,center
0.0191,-0.0100,0,427133690,0.01755127,0.003089503,0.01782112,0,1,center
0.0138,0.0002,0,427133699,0.00522672,0.01014754,0.01141452,0,1,center
0.0067,-0.0073,0,427133707,0.007171807,0.007476915,0.01036046,0,1,center
0.0009,-0.0007,0,427133715,0.0057984,0.006561373,0.008756315,0,1,center
-0.0050,0.0053,0,427133724,0.005874707,0.005989168,0.008389417,0,1,center
-0.0043,0.0036,0,427133732,0.0006866562,0.001640346,0.001778267,0,1,center
-0.0014,0.0015,0,427133740,0.002899214,0.00217441,0.003624018,0,1,center
-0.0013,0.0037,0,427133749,7.629488E-05,0.002288854,0.002290125,0,1,center
0.0056,0.0029,0,427133757,0.006980998,0.0008392462,0.007031264,0,1,center
0.0048,0.0032,0,427133765,0.0008010613,0.0002670332,0.0008443968,0,1,center
0.0053,0.0069,0,427133774,0.0004195939,0.003700314,0.003724028,0,1,center
0.0056,0.0040,0,427133782,0.0003814925,0.002861068,0.00288639,0,1,center
0.0069,0.0062,0,427133790,0.001220731,0.00217441,0.00249364,0,1,center
0.0066,0.0054,0,427133799,0.0002289354,0.0008010971,0.0008331675,0,1,center
0.0064,0.0039,0,427133807,0.000267012,0.001487755,0.001511526,0,1,center
0.0041,0.0060,0,427133815,0.002250703,0.002136264,0.003103109,0,1,center
0.0035,0.0048,0,427133823,0.0006103781,0.00125887,0.001399041,0,1,center
0.0054,0.0051,0,427133832,0.001869261,0.0003433279,0.001900529,0,1,center
0.0049,0.0060,0,427133840,0.000457746,0.000839246,0.000955963,0,1,center
0.0048,0.0050,0,427133848,7.635355E-05,0.0009918362,0.0009947708,0,1,center
0.0042,0.0056,0,427133857,0.0006866064,0.0006866567,0.0009710437,0,1,center
0.0029,0.0079,0,427133865,0.001258883,0.00221256,0.002545625,0,1,center
0.0017,0.0077,0,427133873,0.001220756,0.0001525893,0.001230255,0,1,center
0.0016,0.0080,0,427133882,0.0001144051,0.0002670311,0.0002905067,0,1,center
0.0026,0.0072,0,427133890,0.001068124,0.000801099,0.001335158,0,1,center
0.0011,0.0060,0,427133898,0.001564047,0.001182576,0.001960798,0,1,center
0.0017,0.0082,0,427133907,0.000610353,0.002250708,0.002331999,0,1,center
0.0017,0.0081,0,427133915,3.812672E-05,0.0001525898,0.0001572809,0,1,center
0.0034,0.0074,0,427133923,0.001716629,0.000724806,0.001863373,0,1,center
0.0001,0.0065,0,427133932,0.003356928,0.000839246,0.003460246,0,1,center
0.0009,0.0077,0,427133940,0.0008392134,0.001144427,0.001419152,0,1,center
0.0027,0.0100,0,427133948,0.001792932,0.002327001,0.002937608,0,1,center
0.0025,0.0105,0,427133957,0.0001907339,0.0004577721,0.000495918,0,1,center
